COURSE, STUDENT-ID, LASTNAME, FIRSTNAME, ANSWERS, LETTER-GRADE, CORRECT-COUNT, INCORRECT-COUNT, BLANK-COUNT, TOTAL-POINTS
CS-250, 40443, XEVHSRASW, PPBVGTBW, BBBCACAC CA  AABAAAA CACAAABCAACBACBCBCC CABAACACBBBB ABAACB  BABBACB BCAC BABABACACAACCCBACABABCABA, F, 22, 68, 10, 44
CS-250, 17207, MSRGHCWKC, WIDDNLDP, ABACBCCB CAAAABBCABC A CA BABB AACAABCBAB AABAACBA  BCCBAB CCCBBAAABAACCABABBCCAACCACB BCACBBCAAABB , B, 32, 57, 11, 75
CS-250, 34583, EMUGXSXBQ, TUGCF,  CCAACCACCCABCB AC CBAB ACBBCBAABAA CAABBCBCAC ABAABCACCCCA CACACBCBBB AACABBBCBBC ACCBACAAABAABC CC, F, 23, 67, 10, 47
CS-250, 39453, BIERXEI, DRFXJV, BBBC CAAAACCCCAACACACABBBCABCABBB AA C ACCBCBBCCCCBCCACCAAAACAABBACCABBBABBCBAACCACBCCAACCBBACCC CB , C, 33, 61, 6, 73
CS-250, 30554, NKQHTDJ, CXMKPMXE, AAC BCBAA CBCBBBBBABCCC B ACABCBAACCBCCACCBABABAACBBBBBABBACBC CCCCBBCBABBAAAABB AAAACACAB C CAACBCC, B, 34, 58, 8, 78
CS-250, 26873, AMBQMUSK, ERDNXOVH, AB A ABBAC CCBAAABAAABCBACBCBCBCBCACAAABBCCAAAACACBBBCCCBACBCBBBCC ABCACCCBACBCBC BBACABCBBBCAABC CB, D, 27, 67, 6, 55
CS-250, 39773, XWPDSU, KWQPSBMHH, BCACAA AAA CBCBACCCA BCBBAAC CBBBCCAACBCC ABCCAAAB BCA C BC ABCA ABBBABABBAACAC ABACBCC CBBAAACCBBAC, A, 37, 51, 12, 91
CS-250, 22967, OPAFDQKXD, EULRMKVV, CBAAAAB ABBBCABABCCCCC CAACBC  ACCABBB ABAABACABACACBA CBCAACAC CABBBC ACCCC CCC CCACCCCCAAAAC CBAB , C, 30, 58, 12, 70
CS-250, 26431, VWIGEB, GMGIKOOXB,  CABBBACBBBCAAAACC AACABAB  ABBACCABACABACCBCBACBACCCCCACBCACBBBACBABBCACABBCA BCCCACBAAAACCBBBCCCCA, D, 28, 67, 5, 59
CS-250, 15306, BPSMKFAH, PIGWPITU, CABAAC CBBBCC BAAAAB BBB BCAACACCBC ABB AABBCBABBBAACBABA CCCBCAC B BCBBA BAA CBBCB   BABCCA BCB  BA, B, 32, 51, 17, 81
CS-250, 35548, EACGNNRL, JCGGEGDOM, ABABACAB ACCCAAA AACBACABB ABCAA  BAAAAB CAC CBBCC A B CB  AACA ACBCCBACBBCCBAB CCCAACBCACAA  CCBBCB, C, 27, 57, 16, 65
CS-250, 28655, HRIXGIHQ, DXOHWH, CB BBAABBBBAC BCCBC AACBAA BBA AABAC BAC CCAAC BCBAA CBCAAACABCBCBBBAAC C CC CCCCBACABBCBCCACBBACBCC, C, 31, 57, 12, 73
CS-250, 27319, WVJMACHW, MIBRXHO,  AACABAAAAAB BABBCACBCCCACABCBBCCABCCACCAAABAACBAAABCB ACABCCACB CCAACCCACBABAA CCACC CB ACBACACBCBA, C, 31, 62, 7, 68
CS-250, 37380, AJRMGVV, IQEBLG, AAB BAC BCA AAACCABCABAAACC  BBC ABABCACCCBBBBCCCBCAACAABCBACBCCAAACC  CAACAACBBA AAA CCCC CBBBCCCBA, F, 19, 70, 11, 36
CS-250, 40341, UMTVN, USQCAWGLX, AA ABCBBCAAACABBCCBBCCAAABABCBBBACAACACBBBABACCCBBACABBCBAABAACACABCCACCBCCABBCAACCB BCBAACBA CBAAAA, C, 33, 64, 3, 72
CS-250, 26331, ERNXWTIOI, XWCUMXOB, CB B BCABBABBCACCCBCAABABACBBACABBCBCBBBBBABACBBACACABAAABCBCBBACCCAAAABAAAABCCBBCCBABBBAAABCA CCCAA, F, 27, 70, 3, 54
CS-250, 26749, FIVFOMXLR, KMVIJ, C BABABBBBCBCCABABBCBCABAAAABACBC CACBCBACACBAABAAABCABCACBABCCCCAABABBAABBBCCCAAACBCBBBAABCBCCABABC, B, 35, 63, 2, 77
CS-250, 36113, LNMSX, LFAXHXVMX, BBCAAAABAAA BBB C CCBC  BC ACAA BCBBCCCC AACBCBA  CCB CCCCACCC ABBCA AB CBBBBABAABB ACAAC BA CBCCB B, A, 37, 45, 18, 97
CS-250, 23046, WTJSBVD, BPQFDV, ABBCBCACCCB CCBAB CBCCAABAABCABC AABCACCCAACAB ABCCCB  CACCBB CABBACAAAAACCCBAAACAACA B C CC BBCCAB , C, 30, 58, 12, 70
CS-250, 12667, RDNACKU, WPLTPWOJP, CBACABCACBB BABCB CAACAABBA CBACBABAABA CC AAAB  ACBCBCBCAC CBBCBBBACBBCAAB  CAABBBACACA AC  BABACCA, B, 32, 55, 13, 77
CS-250, 27126, JJNXURN, MQIUOC, BC ABCCAABBAABABCABBB AAACBCBB CAABBAA BAABACBBBA CBAAAA ACACA BBABABBBABC ABBABCBBCCBBA AAAAAA BBBC, D, 26, 64, 10, 56
CS-250, 32011, BWCGWTKQ, GRWAWRU, CCCBAABCACAAC  C CB CCABBABABACBA ACBCCBCACBBCCACC BAAA  CBCAACBB   AAACBC ABCA  BB ACBAC BB CABBBCB, B, 32, 51, 17, 81
CS-250, 42683, QMMJR, TCJDRMBV, BBCBACB CCBACC CAA CAA BBCCBCCBA B  C CABB AAB B BCACBBAAC BCABCCCABCCAACABCAC BBAACCA CBCBBBCCCBC C, D, 25, 60, 15, 58
CS-250, 23936, VTMRF, JBOVKR, CCBBAA AABBBBBBAABCACC CA C CABC  BBCCCC C BBBA  BCCAACCBCAACCCB B ABACBAAACC ACBBCACAAACCABBCCABA C, A, 37, 49, 14, 93
CS-250, 27435, NNPDBEK, LMFSUG, CCACBCABACACAC ACAC CB ABBCAA A BCCCABCBBC B BCBCC AC BACBABBBCACB  CCBAAABB  BCBB ABA CCAB ACBA C  , C, 29, 52, 19, 74
CS-250, 36996, ALUWNK, LUIQN, CB CABCAAACAAAAAAABAACACBCCCBCBAAAABAAB ABBBCCCCCBBBCBACBCBAAAABAACCACABCBBABAACCAAACBCBAABBCAAACAAB, C, 32, 66, 2, 68
CS-250, 29536, HKGCHBHK, RUVKJKFVJ, BCABACABBCABCCACBBACBAABACBAAAACCCBAAABAAABACCCAAACBABCACCBCCBABCBBBBBACAABABACBBABACCCBAAACBACABBCA, F, 28, 72, 0, 54
CS-250, 36779, VTHRLXT, TXUTESQ, AABCA BBCCCBABABA CBBCBBACCACAAACCB BBAABABAABCABABBCBABBBB CCCACCC BBBAACCCCCABBCC  B BBCCABBAAAABB, A, 38, 54, 8, 90
CS-250, 30187, UPQDGN, BOAXUUAPH, AACCBBBACAACABBCCBCAAACBBABACBAAACACABBCACBBCAACBCAACBBBBCABBCACAABABBACAAABABCCCBBAAACAABBCCCAACCBA, A, 40, 60, 0, 90
CS-250, 32203, SXPICN, EQAMDMWHW,  ACBBAABBCBCACA  BBCBCCA B B A BAB   CCACABCACA CC CBBAACC   AA BAAACBCCABB A BBAAAC CCAAB BBCBCA C , D, 24, 54, 22, 62
CS-250, 23156, PJANBNV, PXVHKXEP, AABAAAB AABAC ACB ABABCAAA ABBCACBCBAACAC BABABAA  AC CBB ACBCCC BB BACC BACAACBAACB  B ACCACAB BBBC, A, 36, 48, 16, 92
CS-250, 18861, EHAGAU, EHFHH, CBABBCCABAAC CBA BC BABCBBC ACBAC AA BBB  AAB A  BBB ABCBCBACAABCAC B ACA  AA  B  CC ABACBBB  BBABBA, D, 24, 53, 23, 63
CS-250, 29971, HGEMFG, XWWEDGQK, CCBCACCBBABCBCBAABACACCCBACAAAACCCACABABCACABBBACBCCCBABBABAABBCBCAABABCCACACAACCACCCCCBACBAACBCCAAB, B, 35, 65, 0, 75
CS-250, 24568, JCWQGIAE, MUQDEA, AB CACCBBABCAAACBABCBCCCBAABACAACBCBCBACACBBCCACABBCBCAABCBACAAAACCCCBAABBBAABBCCACABBCACBCCC BABCCC, F, 24, 74, 2, 44
CS-250, 24155, TTVXFWOXO, NRSXI, AAACA AAC   AAA  ACBAC CBCC BA AACCBBACBCBBCBCACAB AACCBBA CBBCCBCCBAAA BCABCBABAA A CC CACBBBBBC CB, D, 25, 59, 16, 59
CS-250, 31434, KXLXHT, WXLFDQRF, BCAC ABCCCAACAACAACCBBCAAAAABCBC ACBBA CBB BA BBBAACCCCBBBACCCABACCCCCBCCAACBAABBBA CABCACBBABB CAAA, A, 42, 51, 7, 101
CS-250, 20813, MOLJORRDT, ROQCOEU, BACCACBCBBBCCA BBBA   C BBBBCBC AA BB CCAABAAAACBC CABA B CAAABC BAAABB    CBBACBBCABC BAA AABCBBA A, C, 28, 53, 19, 71
CS-250, 20280, TOAXQFXSE, BHQQL, BCAABA  CB ABAAACABCABBABBBBCABCACCCBC CABCABBBCCBBCCCBBBC BBC CBAAACBAABCAA CBAB ABACBBCAABC CBCCCB, D, 26, 65, 9, 55
CS-250, 37372, SPJISPEL, BNWJDOSX, CB ABCBBCACBC BA BAACBCABACCCCB BAACACBABBCABBACABBBAACCCCABCACCCABACBCABBAACABABCCBCCBCAAABBBAAAABB, C, 33, 63, 4, 73
CS-250, 11810, QSFXRBHL, TQBSMJJVC, A CA BABC BBAABCBBBCCBAABABCBAAABABBACBBABCAB BAABCBBBACBCAAAAABBABBBACCABABCABCABCABBABAAAABBABB BA, C, 33, 62, 5, 74
CS-250, 12519, MEIJP, UXDCPJFS, AC BAACACAAABBAC BACCAAA AB CB  CBAAAAACBCCCC CACCAACCBBC  C BAABABCAC BACCBCAA  BBBCCABAACCBAABBCCA, B, 32, 55, 13, 77
CS-250, 27092, KIDRR, IWXEE, AACBAAABCB B BBCACB AACA CABA    AACCBB CBBBAABAC ABABABACCBACCB CBA CCAABAB CB B CCBACABABBCCAAABBA, C, 28, 57, 15, 67
CS-250, 10240, XXFLFBLF, BHBMXAP, ACBABAB CACBBABAA ABABAABABACBACCBA ABABBAAAC ACCACCACABACCA A AABBBABCCA CACCABCCCACC CCCCAAAACBCCB, D, 29, 63, 8, 63
CS-250, 41652, KAMRLX, KTPLD, CBABBBCBACBACAABCCABABAABACACCACAAACCABCCABCBABBBABCAABCBABABACCCABBBABAAABAAACACBCACACABABABBCCABBA, B, 35, 65, 0, 75
CS-250, 11917, FSVBJVAS, XENUG, BBACAB AB ACAABCCA BBBACBBAABCCCBBCBBCACCAABAAAABCCBB AC ACAACAAACACBB BAB BBBAB CBC B BABA CCCBAACB, C, 31, 58, 11, 72
CS-250, 14763, JQHWGSH, JCOCR, CBBBBCCACB CBAB BCCA BCCBCBBCBCCBACBCCBCCABBAAC  ACAACCBBBCABBCCAABA A  BCBB CBAACAACCCCBCA CACCB C , C, 29, 59, 12, 67
CS-250, 14413, VPRNGWUNF, UNXMLCWF,  ABA AAABCBBCCAACCCABBCBBAACCAACCBABACCACCAACCBACBCAABBCACBBABCAA BACACAAAACBBACBBABBBA CBBCCCCACCCB, C, 32, 64, 4, 70
CS-250, 15026, DNNANRX, RSJMVBND,  ACCABCABCACAAAACBACACA BBCBBABC AA ABBBCBABAAACC BBCCAACCABBCCBCBABBA ABCCB AACBBCACC BAC CCCBA ABA, A, 37, 53, 10, 89
CS-250, 15800, LNIWQUUU, ACTSMWJN, CAABABCBCA CB ACAACC CBAAB BABBBCBAACBACCCACCBBC  A BBCCBBAAAACAACCCACBCBA ABBCACCCCABCB CACCBCACBAC, D, 27, 64, 9, 58
CS-250, 34129, IUKMHJDB, PFBJKVX, CAA  BBB CACAAACBCAACACAABBCCCCBBB BBAABBCAB B BACBBABAABABCCACBBCAB AABAC  BBBCCBBACCABCCCBC BC BCC, D, 26, 63, 11, 57
CS-250, 34196, JCARQMXUC, BKNRATF, AABABACBCCCC BB ABAAAABC A ACBBCCBCAABB  CCCCCAAC BAAACBBA ACACAAAABBACCBCAB ACCAAACCCBAABCC CC BACC, F, 25, 64, 11, 54
CS-250, 24605, HTRTXMI, GHCQLXEKN, BCC ABAAABA BBACCBCCABACBACBAA AABBCAAABBCABCACBBBCACCCBBABCBCCBCBBAAACCCBABCABAABCAACAAACCCABCCCAAB, A, 41, 56, 3, 96
CS-250, 11089, HMRUEOK, RARFO, AABCA CBBABCBAAC CC CABCACBCBBCBB BCBBCACACCABBABABC CAAACBCBCBCCBBBCCAAAC BCCBCA AAA CAABBBAABCBBAB, C, 31, 61, 8, 69
CS-250, 40454, RLDXFK, LKVOBP, AAC BBBBABCBACBBAAB  BAABBCABAACB  CBCBCCAAA CCCACACBBB BCABCBBCAC BC AAAABBBBACABACCBAA BBACACCACAC, D, 28, 62, 10, 62
CS-250, 28683, KRKOGVXPG, TWSKPPH, B CBBBACABAABBABBACBCBAAABAACBCBCABBCACACAAABABAAACCCACBC AAAC  ABCCABBBACAACBAACAABBC CC CCAABCCBBC, D, 30, 64, 6, 64
CS-250, 30828, WMFIJ, WIHCKNIT,  CBAACBCBCCACCBCBABCCBBCBCCABA BCCAAAACBCBACCBBABBBCACBCCAACCABCCAC CABAACBCBBB CABCACAACCCBCBCBCAAB, C, 32, 64, 4, 70
CS-250, 23468, ACSBWPOX, JQFEVIJR, A ABBCABCABAABBABCACCAAAAA BBA BBBCCCBAABACC BB BCAAACACABBACABABABBB ACACABACCCCABA AB ACCB ACCBBCC, D, 28, 63, 9, 61
CS-250, 28229, GGBSAK, JAEAPME, CABCACA BAAAAA BCCACBACABBAC AAABC   A AAB A  C AAACBBCBAABAAC   AACCAAA BCCCCC  AC B BB  CBCA AA CB, F, 19, 58, 23, 48
CS-250, 10030, ORIJF, HPQNTF, BCA ABBABAAC BBB  B BCBABBABCBAABBBCBACA C CBCACBBBBACC ABBBBABBBCBBBA BA AA CBCA CAABAAABC CACCB AB, C, 29, 57, 14, 69
CS-250, 26016, PGOBONLSI, WFKFNO, BBBCBCB  C BAAAACBAACBB AABBABCBACBCAB AAABABCACBCBAABACAAA ABCAAC C   CACCBBBAAA  BBB AAAC BACCABAB, D, 27, 59, 14, 63
CS-250, 41497, DXVVI, KOQROSKAR, CBBAABAAAAAACBBCBCBBACCBAAAABAAACAAACBCCBCCACABACBCBACBBAABBBBACCBBBCBAAAABABCAACBAACCCCABBBABCCCCAB, B, 38, 62, 0, 84
CS-250, 36553, DOWASCVXW, ANFPEOJJX, BAABABBC AACBAABB CAABACBBCABCAAA CCBBCA ACCB  CAAB C CABABCACCCBCCBB  CAACABCBBCB CBAABBBCBCCCCAABB, F, 23, 66, 11, 48
CS-250, 31409, KNOUIOO, VWVWMWUBB, CACAABACABAABABBABBCBCCCABACBCBCACAAAACBCCCCBCBABACAABAAACAACBACAABBAAACCBACCBBCBBCCCBAABBAABBAACBAA, C, 34, 66, 0, 72
CS-250, 22502, BUFQAL, PRXLCMT, CBBBACCABCBBCBAABBCABBACABCBBBACBCBABCAABBCCBBCBACBAABAACBCBABCABBBBCCACAABAAAABBBCCCCBCBACAABCBAAAB, D, 29, 71, 0, 57
CS-250, 10942, TSDJKMOI, GNRSCXGPD, BCCB BCB CBBABABBCACCAAC AAB ACABCAABBCBACBBABB  BCABB CA ACCCBAABBCCBCBBBCC BACBCBCCBBCCBBAACACACC , F, 22, 68, 10, 44
CS-250, 41400, RLKJB, FPHCJNHO, BBBCACCACBBBACBABBCAAABAAAAACAABCABBCCCABBBBAAAABCBBABCBCAABAACBBBBABABBABCABCAABCCCABCBAAAABBCACBCA, A, 42, 58, 0, 96
CS-250, 11979, BWWNWJ, UCOVWIFT, AABC AAABACAABBABAAACBAABCABBCAAAAACACCCCBBCABCBBCCAABCAAACABAABB  CABCCBBCCACCCCCACBCCBA AACAA CBCC, C, 33, 62, 5, 74
CS-250, 11122, VSJSDOA, RIBIHIGVE, B CCABBABBC CAABCCBAA BBACB BBABB BAAACBBA CBBBAABC C BACCA CACB CBBAC CACAAB A ABAAAAAACA   A AABCA, B, 32, 51, 17, 81
CS-250, 25071, FRJIE, NKACUS, AABCBBBCABBCBCBCCCBBACCCBCACAABCBABACCBBCACAABABBCABABAABBBCBCAAAACCBACCAAABCACBCAABBBCCBBBAAABCBCAC, B, 36, 64, 0, 78
CS-250, 16621, DNIUOPVAL, WEVWCRRE, ACBCB A CCBCCCAABBBA BBAAAAACCAAACBAA B AACABA BBCBACACAABA CACCBBCCAC A CCBAAAACCA ABACCA BABCBACB , F, 24, 64, 12, 52
CS-250, 17620, RDHPKOQ, MQRWJ, BBCBBCAABBABABABBCAAAACCBACCABCABCBAAABBBBBABBCCABCCBBBABBBCACCBACCCBBBBAABCBACCACCCBABBBBACACBAACCA, F, 23, 77, 0, 39
CS-250, 29625, SWRBISW, KRIKSCCD,  BAAAACABBCAABABBACABABCACAACBACAAAAACCBACACBCCBABBABACABAACAABAABCCABBCABCCBABBCBCACACCACBCAABCCCCA, C, 32, 67, 1, 67
CS-250, 23201, DCMJPTFEG, SBKGG, ACCCACAAABBBABABCACACCBCAABACAACCBCBCBAABBBCCBBCBACBBCBCCBCBCBACCCCCBBABCCBBBCBAABBCAACCCACBCCBCCBCB, B, 36, 64, 0, 78
CS-250, 22107, GDVVCA, HEEKOHV, BCCAAAB CCCACABBCBC ACAABCCBBBCBC C CAB BCACCBBCAA BCAAABCBC CBBACAB ABBBBBCAABBCCBBBBAABB CBBBABBAB, A, 37, 54, 9, 88
CS-250, 18052, SAQHEN, UGEKXME, BCBCABCB  CAAABACBAABBB ACABAABACCBC CBCBACACABBABA ACCAB BBCBBA BB BABCBBCBBABACCBCBCBCCCBBBCBCABBB, B, 36, 56, 8, 84
CS-250, 24824, OVVHFMFDE, BILPPVABE, CACA ABCBBCACC BAACCCBA ACACCABBABBBABABCAABCAC AABB  BABAAC AAACBAABAACABBCCABCBBBBCBBBCAAACCCBBCAC, A, 37, 56, 7, 86
CS-250, 42144, BGGOQPELF, KHIGV, BA BBCCBBBCCAB BB CBCA BBABACA  BACABABA CAABBBC CB BCABA BCCB B CCAACB AA ABBBCC BBCAA CBC BCB BBAC, C, 28, 54, 18, 70
CS-250, 18653, SXGTK, BAVQWTGXC, CCB ABBBC ACCC CCBBBBBB BBBBAAC BACABCBBABACCCBCCCACBBBCCCBBABBBABCA CCBCACAACACABCACABBBCCBBCBABA C, F, 26, 67, 7, 53
CS-250, 39259, USGDXTHT, ICRNX, AC CAB CCBCCCAAAAACCCAACABAAACBCCAAAAABACBBCBBBACBAABCCCABBCABABB CAAACBCBBCCABBBBBACABAAAAABCBCBABC, D, 30, 67, 3, 63
CS-250, 14336, QAHAD, IDKEX, BCCABC C BAA BAACBACB ABACAACABCCACBBCAACBCCABAAABAACCBABCACCCBCBCACCBACA ACBBCBBCA BCC ACBCAABAACCB, C, 30, 63, 7, 65
CS-250, 15225, VUBGKOSQW, AOCLI,  CBBBABCAAAACCAABAB CBACBAA BBCBBBABAAACCBAAABCACABBABABBCBBCBACACCBBB BCCAACBACCCAABBBABC CCCCBCBAB, B, 36, 59, 5, 83
CS-250, 42353, JTCVS, VXKFGL, AAB BCCCCBC B  CBCBBBCBB CB  B BBBCCB ACA CBBCCAAC CACBCCACBCC AACAC ABBAACBBCCAACCCA BBACB ABACBA A, C, 29, 55, 16, 71
CS-250, 35144, ONQGRV, INABF, BC CBBAAAAAAB  B ABCAAC ACB CABC CABBBBBB BABC B ACCBCBCACCA BBCBACA CBAACBCBCBABCBCABCAAA  BCBBCA A, D, 24, 61, 15, 55
CS-250, 23138, FVMCFCG, IUVIGW, CBBABBBABA BCCB  BAA CCBACCAAAC CA  CBAA AA BA B AB A AC  CBAB ACBABACBCAB  C A  A  CB  ABCA CAAA A , A, 32, 40, 28, 92
CS-250, 24205, RWNWERPQ, WSDIR, AAAAAA AAACBACABAACCCAC  BBBABA BAB BCBCCCC CCBCCC  CACBCA BBABBABCAACCCBB AABB CAACCABACACAABCCBCAA, D, 28, 61, 11, 63
CS-250, 32043, MUKXQI, XCSCH, ABBBBCBACC CBBAAABABAAACBC A B CBBBC CAAABBCABCC  ABACA A BAC  AAACBBA ACBBB CABABABABCBCCC CABCAC B, C, 30, 55, 15, 73
CS-250, 33085, GVTKEHW, DWXICKW, B CCBABBBACAACAACBABACBAAABCBBBCCCCAABACACAABCABBAAABBCABCABCCAABCBACBABABBCABBABBBCCBA CCBABABAABAB, A, 45, 53, 2, 107
CS-250, 21592, EPUMNAS, WEUVL,  BBBACCCBAACCBBABAA ABBBACBCAAABCCBBCCBCABCBC BCBCCBCBBCC  ABAABAABAABBCCCACABBBCBBACACCC CBCBABABAA, A, 41, 53, 6, 97
CS-250, 21143, WLKABC, QVRGOLLQX, BB BABBBBBACBABABCCBCAABAACABCCCACCCCAAAAAABBACABAAB CAACBBACCAAAACBBAAAABCACBBCA AACBBABCAAACABACCA, B, 37, 60, 3, 84
CS-250, 17236, ASQPR, BTLLJGM, CCCAAAB BABABAB BBABACBABCBABBCBB  AACBABBCACABCAAACCAACCCBCCCCBCBBBAA BBBA ABCCC CAA ACAAB BBBAACCB, A, 43, 48, 9, 106
CS-250, 35460, OVMWOND, CLXTTWNIE, AAC ABABCBCBCBAABCABBCBAAACABCCABCBACAABCBBCBCACCCABACCACABACBCCACBCBABAACACCBCCBAC BAACB CBBB CCBCC, F, 26, 70, 4, 52
CS-250, 14887, XNKSJNNH, TQAHMPVLK, CBABBCAAACAAAABBA BBCCBBBBBAAABB CCB BA C  A BC CBBA  CBBCA BBA A ABBCBC  AB B CA B BBBBACACBACBA BA, B, 29, 51, 20, 75
CS-250, 12395, XVNQO, JWVEHLA, B BAACBBCACBCAACCCBCABBCACBCCAABCBBC CACBACCABCBBBCC BCACCCACBBA CABBCCABCAABCAACABAAB BBCBAABCACBCC, C, 33, 62, 5, 74
CS-250, 40268, KHRFCJLLD, TDSUVRTJ, B ACBCCCABCACABCAABABCCCBBC BBBCACBCBBCACABA A BBCBBBBCBA  BCBC B CAACAACBCBB BCABCBCCACAAACBAA BBCC, C, 30, 60, 10, 68
CS-250, 16380, UVKWK, BSATRWUHP, A BAAABBCCBCCCAACCBCCAABBACBB   ACACBCABB BCCCCCBCCACCAACAABCACCCABCBC  ACBBBCABACABBBABBBACCBCABCCA, C, 32, 61, 7, 71
CS-250, 21099, SBSQNO, KUCXVQ, ABABB  ABCABBCBABCB AC B  BABC CBACB ACBBBCAACB CACACBBACCCBCBBBAAC CB BAB C  AB CCBC CCCAA  ABCBB C, D, 25, 56, 19, 62
CS-250, 25453, PSQKLJHE, MNXDTER, C BBABBAABABAABCACAC BCCBCCABCABBCBAABCBABBCBBABACABBACCBCCABBABAABAAB  CCAA  CABABAAACBCACABCBAACAA, B, 35, 59, 6, 79
CS-250, 21231, TCBUTMJEF, APFBDJXF, B CC CCCCACBABBCBBAABCCCBAACA CCACA ABC ACCACBBAC  BBBBCCCACABCAACBBABCCBBC  CBAB AC  BCAABCABABA BA, F, 23, 64, 13, 50
CS-250, 38613, WUOBX, AIAMFQG, ACC ABCCABAACBBCCBAABAAABCCCBABBCACAACCCCCBCCBBCACBABCBABBABACA CAACABBC CCBBA BBACBBBACBBB CAABCAA , B, 34, 60, 6, 76
CS-250, 36342, PSMFS, HFSTHQR, C CCABACCACAACABCCAACCBAABCCCBBBCBBBBACCBAABCACCABAAAAABBACAAACCABCCBABBAAABBBBCBBCBCABBAACCAAABBABC, D, 31, 68, 1, 64
CS-250, 40761, FEPWVRR, MEOBIUBWN, CCAA CBCBA BAC B CCB C AB  BABCAC CAABCBBBBC AB BA CBBCAABCACBBCBABBBBABCCB  C C ACBCABBBAAAB AABBAB, C, 28, 55, 17, 69
CS-250, 26239, PHRQREIU, TEQSSSABX,  BAAACACBCACCCBAABBCBACBBBBCBC CCABACCABCAACBBACCAABBBAABBABAAABAAACABBBCCCCCAAACCABAACACACACBBAAABB, A, 41, 57, 2, 95
CS-250, 13750, KWHBAWPUM, EMDIJT,  CACBBAAAAAAABACCCABC CBBBACAABACABCAACACBBBBCABABABB BBBBACBACCCBABACBBBBBAACBCCCCCCCAABCABBACABBAA, A, 40, 57, 3, 93
CS-250, 22429, IPHWVB, GHHBXN, BBCBA CA CBBCA  AC  CACAA AACCCBAAA ABCCBC BCBBB CCCCCACABC BABABACBACCACACBAC CBB BAAAAB BBCA B  BB, D, 26, 57, 17, 63
CS-250, 25409, UUOGOCGU, JAUHPMRJ, BB CAACACBABC BBBACB ABBABBACACAAC AAAACCA  A A ABAAABBCAABCAAACCB A  C CBCABCAAACB CBCAACBACCABC CB, B, 33, 53, 14, 81
CS-250, 17900, FEDGHSP, LTBFGJI,  ACBAAACBBBC BBACA CABCBBCACBCCAACAC C  AACAACBABB BBBBBBAACACCCC B ACACCBAAABBAAA CCBC ABACB CBCAAB, B, 32, 56, 12, 76
CS-250, 35486, MRDJPPMKE, NAPUCVBSH, BCBC BCCAABBCBBBCBABAABAABBAA BAACCABBCBCCCBBAACCABCCCCC CBBABABB AABAAACBAB BBBBCCA BBCCABACCA BACB, D, 28, 65, 7, 59
CS-250, 37287, BTMILIKFE, XPLGX, ABABB CAA ACAAAC B CCAACAABBBAACABACB AACCCAC ACBC BABBCAABBCBACCB BABBBCAABACAB CCCABAB CCC CBBCCCB, D, 26, 63, 11, 57
CS-250, 26819, CNKGX, EPILULF, A CCACABABBBACBAABACBA BACBAABAACCACCABBAAABCCBACAACBBACCA BBABBABA ACBABBBBBBCBCBCABAACBCABBACCAABB, C, 31, 65, 4, 67
CS-250, 25528, UNANFGS, BPKFKGNI, C BCBB CA BACBACACBBAAABBCAAAA CAACABB CC BAAAAACBAACCBAA CAACBABBCCACCAABCAACBCCCBACCCABCCCCACCBCCA, D, 28, 65, 7, 59
CS-250, 31409, GAEMUL, WARLEIT, BAA ABABCBACBBBBCCAAABCCBBBBBABACCABACAACCAA CACCBAACBABABCCBC AACABAACCBCCBCACAACCBBCBCAAABCABACC B, C, 32, 64, 4, 70
CS-250, 23119, DLHFT, HHAWW, ACABABBBBABACBABACACACCABAABBBBAABBBCABCCAACBBAACBABCBABBBBAAABCBCBCCCBAABAACABCCCBBCCCCBBCBCACCBAAB, D, 30, 70, 0, 60
CS-250, 15328, NXNEPV, ECSAB, ABACAA CBBAC ABCAAAB CCCBCCAAAB BBCBBBBBCC AC B  CACBACCA CABAB CCBABBB BACA BBABCCAACBBCABCAAAC BAA, F, 24, 63, 13, 53
CS-250, 24096, UIRKFNEFP, RGQESAQM, ABCBABBACC CBCBCABCCBCCCBCBCCA BA BBCCB  B C A AAAAABBCA CAABCABACACCCBCBAAABCABBC CCCAC BCA AAC AAC, C, 29, 58, 13, 68
CS-250, 33917, RNFPSIOHP, KDPUNQXX, CC BACAA BACCC ACBCABBBB A CCB CA ABCBAB BACAACACACCCABCACCBAA  ACBABACCCB ACBAC A ACA BCBCCBBCABAB , D, 26, 59, 15, 61
CS-250, 25378, IHKTDFG, GPOXFXW, ABACBCCCBB  BAAC  BAAABB A BACCCCCA BBCBCCCCCAB ABB BA BABCCBA A CCCCBBB AABACBBCAABACCB ACACBB BA  , F, 18, 65, 17, 39
CS-250, 24337, QRFGWPNN, BMHGFTMB,  BAAABCCCACBACBBA BACACCABACCBCBAABBACBBCCCCBBBCABBACABBBCBCBBAA ACBACBAAC AABBBABCBCBBABA AAAACCBAA, D, 28, 67, 5, 59
CS-250, 26815, HUPSQA, TQOJQ, AABCACBAC BBABA CACCA B BCB CABBAACA B CAA BCCCBCCCBAA CABABA CCBBCA CBACACB CBBABAC AABACBC ABBCC B, B, 32, 53, 15, 79
CS-250, 42460, OJXBJRLEK, IRTBCRFB, BB BBBABACCBCBACB BBCAACAACCCCAABCCCBAAAABAB CCBABABBABCBACACCAA BCACAACAAABAACABACCBAAACACACABBAABB, D, 29, 67, 4, 61
